chain_id,length,source_class,ceiling,asserted,final_warrant,algebra_warrant,signature_ok,ceiling_ok,algebra_ok,prefix_monotone,relay_ops
119,3,verified_document,4,3,0,0,True,True,True,True,summary>generation
120,5,untrusted_tool,1,2,0,0,True,True,True,True,generation>summary>verbatim>summary
121,2,first_party_db,3,0,0,0,True,True,True,True,summary
122,1,unknown,0,3,0,0,True,True,True,True,
123,2,model_memory,1,2,1,1,True,True,True,True,verbatim
124,2,verified_document,4,3,2,2,True,True,True,True,paraphrase
125,5,editable_source,1,4,0,0,True,True,True,True,generation>extraction>verbatim>generation
126,4,verified_document,4,1,0,0,True,True,True,True,summary>generation>verbatim
127,1,editable_source,1,0,0,0,True,True,True,True,
128,5,public_webpage,3,4,0,0,True,True,True,True,summary>summary>paraphrase>summary
129,1,untrusted_tool,1,4,1,1,True,True,True,True,
130,2,untrusted_tool,1,4,1,1,True,True,True,True,extraction
131,1,first_party_db,3,2,2,2,True,True,True,True,
132,5,unknown,0,3,0,0,True,True,True,True,generation>generation>extraction>verbatim
133,1,first_party_db,3,1,1,1,True,True,True,True,
134,4,first_party_db,3,0,0,0,True,True,True,True,paraphrase>paraphrase>summary
135,5,verified_document,4,4,0,0,True,True,True,True,extraction>summary>generation>extraction
136,5,editable_source,1,1,0,0,True,True,True,True,verbatim>summary>generation>generation
137,2,public_webpage,3,0,0,0,True,True,True,True,paraphrase
138,4,model_memory,1,0,0,0,True,True,True,True,summary>paraphrase>paraphrase
139,6,editable_source,1,1,0,0,True,True,True,True,verbatim>extraction>generation>generation>summary
140,6,editable_source,1,4,0,0,True,True,True,True,generation>verbatim>generation>extraction>summary
141,5,authoritative_api,4,3,0,0,True,True,True,True,summary>paraphrase>verbatim>summary
142,1,authoritative_api,4,2,2,2,True,True,True,True,
143,4,editable_source,1,2,0,0,True,True,True,True,extraction>generation>extraction
144,4,untrusted_tool,1,3,0,0,True,True,True,True,extraction>paraphrase>paraphrase
145,3,authoritative_api,4,0,0,0,True,True,True,True,paraphrase>verbatim
146,3,verified_document,4,3,0,0,True,True,True,True,paraphrase>generation
147,2,authoritative_api,4,2,2,2,True,True,True,True,extraction
148,3,unknown,0,3,0,0,True,True,True,True,extraction>extraction
149,4,untrusted_tool,1,4,0,0,True,True,True,True,extraction>generation>paraphrase
150,3,model_memory,1,2,0,0,True,True,True,True,summary>summary
151,2,authoritative_api,4,0,0,0,True,True,True,True,paraphrase
152,5,public_webpage,3,2,0,0,True,True,True,True,generation>generation>verbatim>generation
153,2,untrusted_tool,1,3,0,0,True,True,True,True,summary
154,3,verified_document,4,4,0,0,True,True,True,True,generation>summary
155,1,authoritative_api,4,3,3,3,True,True,True,True,
156,6,verified_document,4,3,0,0,True,True,True,True,summary>summary>verbatim>paraphrase>extraction
157,6,first_party_db,3,0,0,0,True,True,True,True,extraction>extraction>generation>generation>verbatim
158,2,verified_document,4,2,2,2,True,True,True,True,verbatim
159,4,public_webpage,3,4,2,2,True,True,True,True,extraction>paraphrase>extraction
160,2,public_webpage,3,1,0,0,True,True,True,True,generation
161,2,public_webpage,3,0,0,0,True,True,True,True,summary
162,5,authoritative_api,4,2,0,0,True,True,True,True,verbatim>extraction>summary>paraphrase
163,6,public_webpage,3,1,0,0,True,True,True,True,verbatim>extraction>summary>summary>paraphrase
164,5,untrusted_tool,1,2,0,0,True,True,True,True,verbatim>generation>extraction>verbatim
165,1,authoritative_api,4,1,1,1,True,True,True,True,
166,1,editable_source,1,2,1,1,True,True,True,True,
167,6,public_webpage,3,3,0,0,True,True,True,True,paraphrase>verbatim>paraphrase>summary>generation
168,4,first_party_db,3,2,0,0,True,True,True,True,summary>paraphrase>verbatim
169,2,unknown,0,3,0,0,True,True,True,True,summary
170,6,editable_source,1,4,0,0,True,True,True,True,extraction>verbatim>summary>verbatim>paraphrase
171,4,authoritative_api,4,3,0,0,True,True,True,True,summary>generation>verbatim
172,6,verified_document,4,0,0,0,True,True,True,True,extraction>paraphrase>generation>generation>summary
173,2,model_memory,1,3,0,0,True,True,True,True,paraphrase
174,2,public_webpage,3,0,0,0,True,True,True,True,generation
175,4,public_webpage,3,0,0,0,True,True,True,True,extraction>paraphrase>paraphrase
176,1,unknown,0,0,0,0,True,True,True,True,
177,2,verified_document,4,2,1,1,True,True,True,True,paraphrase
178,6,first_party_db,3,2,0,0,True,True,True,True,paraphrase>summary>paraphrase>verbatim>summary
179,2,untrusted_tool,1,2,0,0,True,True,True,True,summary
180,2,authoritative_api,4,0,0,0,True,True,True,True,paraphrase
181,4,authoritative_api,4,2,1,1,True,True,True,True,extraction>verbatim>summary
182,2,editable_source,1,4,0,0,True,True,True,True,paraphrase
183,5,authoritative_api,4,0,0,0,True,True,True,True,paraphrase>paraphrase>summary>generation
184,2,authoritative_api,4,2,2,2,True,True,True,True,extraction
185,1,model_memory,1,2,1,1,True,True,True,True,
186,1,authoritative_api,4,1,1,1,True,True,True,True,
187,6,editable_source,1,2,0,0,True,True,True,True,summary>verbatim>verbatim>generation>paraphrase
188,2,public_webpage,3,4,0,0,True,True,True,True,generation
189,2,model_memory,1,0,0,0,True,True,True,True,summary
190,1,public_webpage,3,4,3,3,True,True,True,True,
191,1,authoritative_api,4,1,1,1,True,True,True,True,
192,4,authoritative_api,4,0,0,0,True,True,True,True,summary>paraphrase>summary
193,6,editable_source,1,2,0,0,True,True,True,True,generation>paraphrase>verbatim>paraphrase>paraphrase
194,1,public_webpage,3,1,1,1,True,True,True,True,
195,6,verified_document,4,0,0,0,True,True,True,True,verbatim>paraphrase>extraction>paraphrase>generation
196,3,public_webpage,3,0,0,0,True,True,True,True,paraphrase>summary
197,5,public_webpage,3,1,0,0,True,True,True,True,extraction>paraphrase>verbatim>paraphrase
198,1,first_party_db,3,2,2,2,True,True,True,True,
199,3,model_memory,1,0,0,0,True,True,True,True,generation>verbatim
200,1,authoritative_api,4,2,2,2,True,True,True,True,
201,5,untrusted_tool,1,4,0,0,True,True,True,True,extraction>paraphrase>generation>summary
202,3,public_webpage,3,0,0,0,True,True,True,True,summary>paraphrase
203,6,editable_source,1,3,0,0,True,True,True,True,extraction>verbatim>generation>generation>extraction
204,4,authoritative_api,4,2,0,0,True,True,True,True,summary>verbatim>paraphrase
205,4,unknown,0,0,0,0,True,True,True,True,paraphrase>generation>summary
206,2,verified_document,4,0,0,0,True,True,True,True,extraction
207,6,editable_source,1,1,0,0,True,True,True,True,verbatim>verbatim>verbatim>extraction>generation
208,6,unknown,0,2,0,0,True,True,True,True,extraction>verbatim>verbatim>extraction>summary
209,1,unknown,0,1,0,0,True,True,True,True,
210,1,public_webpage,3,0,0,0,True,True,True,True,
211,6,model_memory,1,4,0,0,True,True,True,True,verbatim>generation>extraction>paraphrase>summary
212,6,first_party_db,3,3,0,0,True,True,True,True,extraction>verbatim>extraction>paraphrase>generation
213,1,verified_document,4,3,3,3,True,True,True,True,
214,1,unknown,0,3,0,0,True,True,True,True,
215,5,verified_document,4,1,0,0,True,True,True,True,paraphrase>verbatim>generation>extraction
216,4,editable_source,1,3,0,0,True,True,True,True,summary>generation>summary
217,6,untrusted_tool,1,1,0,0,True,True,True,True,generation>paraphrase>verbatim>generation>verbatim
218,2,unknown,0,1,0,0,True,True,True,True,verbatim
219,1,unknown,0,2,0,0,True,True,True,True,
220,4,public_webpage,3,2,0,0,True,True,True,True,verbatim>paraphrase>summary
221,4,public_webpage,3,4,2,2,True,True,True,True,extraction>summary>extraction
222,5,unknown,0,0,0,0,True,True,True,True,summary>summary>extraction>extraction
223,5,model_memory,1,0,0,0,True,True,True,True,paraphrase>summary>extraction>extraction
224,4,model_memory,1,1,0,0,True,True,True,True,summary>verbatim>summary
225,6,editable_source,1,0,0,0,True,True,True,True,generation>generation>generation>extraction>extraction
226,1,editable_source,1,4,1,1,True,True,True,True,
227,3,model_memory,1,0,0,0,True,True,True,True,summary>summary
228,3,public_webpage,3,2,1,1,True,True,True,True,paraphrase>verbatim
229,1,unknown,0,2,0,0,True,True,True,True,
230,5,public_webpage,3,3,0,0,True,True,True,True,paraphrase>verbatim>summary>paraphrase
231,4,unknown,0,4,0,0,True,True,True,True,extraction>paraphrase>paraphrase
232,4,untrusted_tool,1,1,0,0,True,True,True,True,paraphrase>verbatim>extraction
233,3,untrusted_tool,1,4,0,0,True,True,True,True,summary>extraction
234,2,authoritative_api,4,3,3,3,True,True,True,True,extraction
235,3,public_webpage,3,0,0,0,True,True,True,True,generation>extraction
236,5,authoritative_api,4,2,2,2,True,True,True,True,verbatim>extraction>verbatim>verbatim
237,2,untrusted_tool,1,2,1,1,True,True,True,True,extraction
238,3,authoritative_api,4,4,0,0,True,True,True,True,paraphrase>generation
239,4,verified_document,4,1,0,0,True,True,True,True,extraction>generation>paraphrase
240,5,first_party_db,3,4,0,0,True,True,True,True,generation>summary>extraction>paraphrase
241,5,public_webpage,3,0,0,0,True,True,True,True,generation>verbatim>generation>summary
242,3,unknown,0,2,0,0,True,True,True,True,summary>generation
243,4,authoritative_api,4,1,0,0,True,True,True,True,summary>generation>paraphrase
244,4,unknown,0,0,0,0,True,True,True,True,paraphrase>paraphrase>summary
245,1,public_webpage,3,3,3,3,True,True,True,True,
246,3,editable_source,1,3,0,0,True,True,True,True,paraphrase>summary
247,4,authoritative_api,4,2,0,0,True,True,True,True,generation>extraction>generation
248,6,first_party_db,3,4,0,0,True,True,True,True,paraphrase>extraction>summary>verbatim>paraphrase
249,6,verified_document,4,4,0,0,True,True,True,True,summary>generation>summary>extraction>generation
250,3,public_webpage,3,2,1,1,True,True,True,True,extraction>paraphrase
251,5,authoritative_api,4,2,0,0,True,True,True,True,paraphrase>verbatim>paraphrase>summary
252,3,unknown,0,4,0,0,True,True,True,True,summary>summary
253,1,untrusted_tool,1,1,1,1,True,True,True,True,
254,6,verified_document,4,2,0,0,True,True,True,True,paraphrase>paraphrase>paraphrase>extraction>extraction
255,5,model_memory,1,3,0,0,True,True,True,True,generation>verbatim>verbatim>summary
256,1,public_webpage,3,3,3,3,True,True,True,True,
257,3,public_webpage,3,2,0,0,True,True,True,True,summary>generation
258,3,model_memory,1,3,0,0,True,True,True,True,generation>generation
259,4,unknown,0,3,0,0,True,True,True,True,summary>verbatim>paraphrase
260,1,public_webpage,3,0,0,0,True,True,True,True,
261,5,first_party_db,3,4,1,1,True,True,True,True,verbatim>paraphrase>extraction>summary
262,1,model_memory,1,1,1,1,True,True,True,True,
263,5,public_webpage,3,3,2,2,True,True,True,True,extraction>summary>extraction>extraction
264,2,unknown,0,4,0,0,True,True,True,True,generation
265,1,unknown,0,0,0,0,True,True,True,True,
266,4,authoritative_api,4,2,0,0,True,True,True,True,generation>generation>generation
267,6,public_webpage,3,1,0,0,True,True,True,True,verbatim>extraction>verbatim>generation>extraction
268,1,editable_source,1,3,1,1,True,True,True,True,
269,4,editable_source,1,2,0,0,True,True,True,True,verbatim>extraction>summary
270,2,model_memory,1,4,1,1,True,True,True,True,verbatim
271,3,editable_source,1,3,0,0,True,True,True,True,paraphrase>paraphrase
272,6,verified_document,4,0,0,0,True,True,True,True,summary>extraction>extraction>extraction>extraction
273,4,authoritative_api,4,4,4,4,True,True,True,True,verbatim>verbatim>verbatim
274,3,editable_source,1,4,0,0,True,True,True,True,summary>generation
275,3,model_memory,1,0,0,0,True,True,True,True,paraphrase>paraphrase
276,4,first_party_db,3,1,0,0,True,True,True,True,extraction>paraphrase>verbatim
277,4,untrusted_tool,1,2,0,0,True,True,True,True,verbatim>paraphrase>summary
278,5,authoritative_api,4,3,0,0,True,True,True,True,extraction>summary>paraphrase>generation
279,3,model_memory,1,4,0,0,True,True,True,True,verbatim>generation
280,3,verified_document,4,3,1,1,True,True,True,True,paraphrase>paraphrase
281,5,first_party_db,3,1,0,0,True,True,True,True,extraction>generation>summary>verbatim
282,6,untrusted_tool,1,3,0,0,True,True,True,True,extraction>paraphrase>extraction>summary>paraphrase
283,4,first_party_db,3,4,1,1,True,True,True,True,paraphrase>summary>verbatim
284,5,first_party_db,3,3,0,0,True,True,True,True,summary>paraphrase>extraction>generation
285,1,first_party_db,3,4,3,3,True,True,True,True,
286,1,model_memory,1,1,1,1,True,True,True,True,
287,5,model_memory,1,4,0,0,True,True,True,True,extraction>summary>paraphrase>verbatim
288,3,verified_document,4,0,0,0,True,True,True,True,summary>extraction
289,2,editable_source,1,3,0,0,True,True,True,True,paraphrase
290,2,untrusted_tool,1,1,1,1,True,True,True,True,verbatim
291,6,untrusted_tool,1,4,0,0,True,True,True,True,paraphrase>generation>summary>generation>summary
292,6,authoritative_api,4,1,0,0,True,True,True,True,generation>summary>extraction>summary>generation
293,6,verified_document,4,1,0,0,True,True,True,True,verbatim>extraction>summary>extraction>extraction
294,2,untrusted_tool,1,2,0,0,True,True,True,True,paraphrase
295,6,first_party_db,3,0,0,0,True,True,True,True,summary>generation>verbatim>generation>verbatim
296,4,first_party_db,3,2,2,2,True,True,True,True,extraction>verbatim>extraction
297,1,first_party_db,3,3,3,3,True,True,True,True,
298,3,verified_document,4,3,0,0,True,True,True,True,summary>generation
299,2,first_party_db,3,1,1,1,True,True,True,True,extraction
300,6,public_webpage,3,1,0,0,True,True,True,True,paraphrase>paraphrase>paraphrase>verbatim>verbatim
301,1,first_party_db,3,3,3,3,True,True,True,True,
302,5,authoritative_api,4,4,0,0,True,True,True,True,summary>paraphrase>generation>generation
303,3,editable_source,1,0,0,0,True,True,True,True,paraphrase>generation
304,2,first_party_db,3,0,0,0,True,True,True,True,summary
305,1,untrusted_tool,1,4,1,1,True,True,True,True,
306,6,editable_source,1,4,0,0,True,True,True,True,verbatim>paraphrase>summary>generation>paraphrase
307,5,public_webpage,3,1,0,0,True,True,True,True,summary>summary>paraphrase>paraphrase
308,6,model_memory,1,3,0,0,True,True,True,True,generation>extraction>verbatim>generation>verbatim
309,3,authoritative_api,4,3,2,2,True,True,True,True,summary>verbatim
310,3,verified_document,4,1,0,0,True,True,True,True,summary>extraction
311,5,model_memory,1,3,0,0,True,True,True,True,summary>extraction>verbatim>summary
312,6,unknown,0,0,0,0,True,True,True,True,paraphrase>generation>generation>extraction>generation
313,3,untrusted_tool,1,0,0,0,True,True,True,True,paraphrase>generation
314,2,authoritative_api,4,1,1,1,True,True,True,True,verbatim
315,4,editable_source,1,2,0,0,True,True,True,True,generation>verbatim>extraction
316,1,untrusted_tool,1,1,1,1,True,True,True,True,
317,5,authoritative_api,4,2,0,0,True,True,True,True,verbatim>summary>generation>generation
318,6,untrusted_tool,1,1,0,0,True,True,True,True,extraction>verbatim>generation>generation>verbatim
319,3,untrusted_tool,1,2,0,0,True,True,True,True,paraphrase>extraction
320,2,model_memory,1,4,0,0,True,True,True,True,summary
321,4,verified_document,4,1,0,0,True,True,True,True,generation>extraction>generation
322,3,authoritative_api,4,1,0,0,True,True,True,True,summary>verbatim
323,1,untrusted_tool,1,3,1,1,True,True,True,True,
324,4,unknown,0,0,0,0,True,True,True,True,extraction>paraphrase>extraction
325,3,unknown,0,2,0,0,True,True,True,True,extraction>extraction
326,4,model_memory,1,4,0,0,True,True,True,True,extraction>extraction>paraphrase
327,5,first_party_db,3,3,1,1,True,True,True,True,verbatim>paraphrase>verbatim>summary
328,2,first_party_db,3,1,0,0,True,True,True,True,paraphrase
329,5,editable_source,1,3,0,0,True,True,True,True,paraphrase>extraction>verbatim>generation
330,5,untrusted_tool,1,4,0,0,True,True,True,True,summary>generation>generation>extraction
331,4,public_webpage,3,2,0,0,True,True,True,True,generation>generation>summary
332,5,untrusted_tool,1,2,0,0,True,True,True,True,generation>extraction>summary>generation
333,1,model_memory,1,2,1,1,True,True,True,True,
334,4,untrusted_tool,1,3,0,0,True,True,True,True,paraphrase>paraphrase>extraction
335,4,untrusted_tool,1,1,0,0,True,True,True,True,summary>summary>summary
336,3,unknown,0,1,0,0,True,True,True,True,paraphrase>verbatim
337,1,authoritative_api,4,4,4,4,True,True,True,True,
338,6,untrusted_tool,1,4,0,0,True,True,True,True,paraphrase>extraction>generation>generation>generation
339,4,unknown,0,0,0,0,True,True,True,True,generation>paraphrase>generation
340,1,model_memory,1,3,1,1,True,True,True,True,
341,4,authoritative_api,4,0,0,0,True,True,True,True,verbatim>paraphrase>extraction
342,3,public_webpage,3,2,0,0,True,True,True,True,paraphrase>summary
343,4,editable_source,1,2,0,0,True,True,True,True,paraphrase>verbatim>paraphrase
344,3,unknown,0,4,0,0,True,True,True,True,verbatim>paraphrase
345,2,untrusted_tool,1,0,0,0,True,True,True,True,paraphrase
346,6,editable_source,1,1,0,0,True,True,True,True,verbatim>generation>paraphrase>paraphrase>paraphrase
347,1,authoritative_api,4,0,0,0,True,True,True,True,
348,3,unknown,0,4,0,0,True,True,True,True,extraction>paraphrase
349,3,public_webpage,3,4,0,0,True,True,True,True,generation>generation
350,6,unknown,0,2,0,0,True,True,True,True,paraphrase>paraphrase>paraphrase>generation>extraction
351,5,public_webpage,3,4,0,0,True,True,True,True,paraphrase>paraphrase>summary>generation
352,1,untrusted_tool,1,3,1,1,True,True,True,True,
353,4,verified_document,4,1,0,0,True,True,True,True,summary>extraction>extraction
354,6,authoritative_api,4,3,0,0,True,True,True,True,paraphrase>generation>verbatim>paraphrase>verbatim
355,3,unknown,0,0,0,0,True,True,True,True,extraction>extraction
356,5,public_webpage,3,0,0,0,True,True,True,True,extraction>paraphrase>paraphrase>generation
357,2,unknown,0,2,0,0,True,True,True,True,paraphrase
358,5,first_party_db,3,1,0,0,True,True,True,True,paraphrase>verbatim>verbatim>generation
359,5,editable_source,1,2,0,0,True,True,True,True,generation>extraction>verbatim>generation
360,5,model_memory,1,4,0,0,True,True,True,True,verbatim>verbatim>verbatim>paraphrase
361,3,unknown,0,0,0,0,True,True,True,True,paraphrase>paraphrase
362,1,editable_source,1,4,1,1,True,True,True,True,
363,5,unknown,0,1,0,0,True,True,True,True,summary>verbatim>verbatim>extraction
364,6,public_webpage,3,3,0,0,True,True,True,True,verbatim>generation>extraction>verbatim>summary
365,5,public_webpage,3,3,0,0,True,True,True,True,paraphrase>paraphrase>extraction>paraphrase
366,1,untrusted_tool,1,3,1,1,True,True,True,True,
367,4,verified_document,4,0,0,0,True,True,True,True,summary>generation>generation
368,6,unknown,0,3,0,0,True,True,True,True,paraphrase>generation>verbatim>verbatim>summary
369,1,model_memory,1,4,1,1,True,True,True,True,
370,4,authoritative_api,4,0,0,0,True,True,True,True,verbatim>generation>verbatim
371,4,untrusted_tool,1,0,0,0,True,True,True,True,verbatim>verbatim>extraction
372,4,verified_document,4,2,0,0,True,True,True,True,paraphrase>summary>paraphrase
373,5,unknown,0,4,0,0,True,True,True,True,extraction>verbatim>extraction>paraphrase
374,6,public_webpage,3,0,0,0,True,True,True,True,paraphrase>generation>summary>extraction>generation
375,5,public_webpage,3,2,0,0,True,True,True,True,summary>generation>generation>paraphrase
376,2,public_webpage,3,1,0,0,True,True,True,True,generation
