chain_id,true_class,declared_class,true_ceiling,asserted,hops,final_warrant,decision,class_lie,transformation_lie,midchain_origin,exceeds_true_ceiling
245,editable_source,editable_source,1,0,1,0,quarantine,False,False,False,False
246,editable_source,editable_source,1,1,3,0,quarantine,False,True,False,False
247,verified_document,verified_document,4,4,5,3,accept,False,False,True,False
248,public_webpage,public_webpage,3,4,2,2,down_weight,False,False,True,False
249,first_party_db,first_party_db,3,0,1,0,quarantine,False,False,False,False
250,public_webpage,public_webpage,3,4,3,2,down_weight,False,False,True,False
251,authoritative_api,authoritative_api,4,4,5,0,quarantine,False,True,True,False
252,untrusted_tool,untrusted_tool,1,2,1,1,down_weight,False,False,False,False
253,unknown,unknown,0,3,5,0,quarantine,False,False,True,False
254,first_party_db,first_party_db,3,2,1,2,down_weight,False,False,False,False
255,authoritative_api,authoritative_api,4,2,1,2,down_weight,False,False,False,False
256,authoritative_api,authoritative_api,4,2,5,0,quarantine,False,True,True,False
257,public_webpage,public_webpage,3,2,6,0,quarantine,False,False,True,False
258,first_party_db,first_party_db,3,2,4,0,quarantine,False,False,False,False
259,unknown,unknown,0,3,5,0,quarantine,False,False,True,False
260,editable_source,editable_source,1,3,4,0,quarantine,False,False,True,False
261,first_party_db,first_party_db,3,3,1,3,accept,False,False,False,False
262,public_webpage,public_webpage,3,3,1,3,accept,False,False,False,False
263,authoritative_api,authoritative_api,4,2,4,0,quarantine,False,False,False,False
264,editable_source,editable_source,1,2,3,0,quarantine,False,False,False,False
265,authoritative_api,authoritative_api,4,2,6,0,quarantine,False,False,True,False
266,first_party_db,first_party_db,3,0,6,0,quarantine,False,True,True,False
267,untrusted_tool,untrusted_tool,1,2,3,0,quarantine,False,False,False,False
268,unknown,unknown,0,0,3,0,quarantine,False,False,True,False
269,untrusted_tool,untrusted_tool,1,1,2,0,quarantine,False,False,True,False
270,verified_document,verified_document,4,4,1,4,accept,False,False,False,False
271,editable_source,editable_source,1,4,5,0,quarantine,False,False,True,False
272,editable_source,editable_source,1,2,1,1,down_weight,False,False,False,False
273,unknown,unknown,0,4,2,0,quarantine,False,False,False,False
274,verified_document,verified_document,4,3,3,0,quarantine,False,True,True,False
275,first_party_db,first_party_db,3,3,3,0,quarantine,False,True,True,False
276,verified_document,verified_document,4,4,3,0,quarantine,False,True,True,False
277,model_memory,model_memory,1,2,1,1,down_weight,False,False,False,False
278,model_memory,model_memory,1,1,1,1,down_weight,False,False,False,False
279,verified_document,verified_document,4,1,5,0,quarantine,False,False,True,False
280,authoritative_api,authoritative_api,4,3,2,2,down_weight,False,False,False,False
281,untrusted_tool,untrusted_tool,1,0,5,0,quarantine,False,False,True,False
282,first_party_db,first_party_db,3,3,3,0,quarantine,False,True,False,False
283,verified_document,verified_document,4,1,1,1,down_weight,False,False,False,False
284,public_webpage,public_webpage,3,0,3,0,quarantine,False,True,True,False
285,untrusted_tool,untrusted_tool,1,4,1,1,down_weight,False,False,False,False
286,model_memory,model_memory,1,3,1,1,down_weight,False,False,False,False
287,public_webpage,public_webpage,3,4,2,2,down_weight,False,False,True,False
288,authoritative_api,authoritative_api,4,0,6,0,quarantine,False,False,True,False
289,first_party_db,first_party_db,3,2,3,0,quarantine,False,False,True,False
290,untrusted_tool,untrusted_tool,1,1,2,0,quarantine,False,True,True,False
291,editable_source,editable_source,1,0,1,0,quarantine,False,False,False,False
292,verified_document,verified_document,4,0,3,0,quarantine,False,False,True,False
293,model_memory,model_memory,1,4,3,0,quarantine,False,True,True,False
294,unknown,unknown,0,1,1,0,quarantine,False,False,False,False
295,verified_document,verified_document,4,2,6,0,quarantine,False,True,True,False
296,model_memory,model_memory,1,1,2,0,quarantine,False,True,False,False
297,model_memory,model_memory,1,2,4,0,quarantine,False,False,True,False
298,untrusted_tool,untrusted_tool,1,3,2,0,quarantine,False,False,False,False
299,model_memory,model_memory,1,3,3,0,quarantine,False,False,True,False
300,first_party_db,first_party_db,3,4,2,0,quarantine,False,True,True,False
301,editable_source,editable_source,1,3,4,0,quarantine,False,False,True,False
302,verified_document,verified_document,4,4,4,2,down_weight,False,False,True,False
303,authoritative_api,authoritative_api,4,1,4,0,quarantine,False,True,False,False
304,verified_document,verified_document,4,0,1,0,quarantine,False,False,False,False
305,verified_document,verified_document,4,3,4,0,quarantine,False,False,True,False
306,public_webpage,public_webpage,3,2,5,0,quarantine,False,False,True,False
307,untrusted_tool,untrusted_tool,1,0,3,0,quarantine,False,False,False,False
308,first_party_db,first_party_db,3,1,5,0,quarantine,False,False,True,False
309,verified_document,verified_document,4,2,4,0,quarantine,False,False,True,False
310,editable_source,editable_source,1,1,3,0,quarantine,False,False,False,False
311,editable_source,editable_source,1,1,1,1,down_weight,False,False,False,False
312,editable_source,editable_source,1,3,3,0,quarantine,False,True,True,False
313,authoritative_api,authoritative_api,4,3,3,0,quarantine,False,True,True,False
314,verified_document,verified_document,4,4,3,2,down_weight,False,False,False,False
315,public_webpage,public_webpage,3,0,2,0,quarantine,False,True,False,False
316,verified_document,verified_document,4,4,2,4,accept,False,False,True,False
317,untrusted_tool,untrusted_tool,1,1,1,1,down_weight,False,False,False,False
318,editable_source,editable_source,1,0,2,0,quarantine,False,False,True,False
319,authoritative_api,authoritative_api,4,2,1,2,down_weight,False,False,False,False
320,untrusted_tool,untrusted_tool,1,3,2,1,down_weight,False,False,False,False
321,editable_source,editable_source,1,4,6,0,quarantine,False,True,True,False
322,first_party_db,first_party_db,3,3,2,2,down_weight,False,False,False,False
323,untrusted_tool,untrusted_tool,1,2,4,0,quarantine,False,True,True,False
324,first_party_db,first_party_db,3,4,4,0,quarantine,False,False,True,False
325,verified_document,verified_document,4,4,4,0,quarantine,False,True,False,False
326,editable_source,editable_source,1,3,5,0,quarantine,False,False,True,False
327,unknown,unknown,0,3,1,0,quarantine,False,False,False,False
328,model_memory,model_memory,1,0,2,0,quarantine,False,False,False,False
329,untrusted_tool,untrusted_tool,1,2,4,0,quarantine,False,True,False,False
330,editable_source,editable_source,1,4,3,0,quarantine,False,True,True,False
331,public_webpage,public_webpage,3,1,2,0,quarantine,False,False,False,False
332,first_party_db,first_party_db,3,4,1,3,accept,False,False,False,False
333,model_memory,model_memory,1,1,3,0,quarantine,False,True,True,False
334,public_webpage,public_webpage,3,4,3,0,quarantine,False,True,False,False
335,model_memory,model_memory,1,4,2,0,quarantine,False,False,False,False
336,model_memory,model_memory,1,4,2,0,quarantine,False,True,False,False
337,model_memory,model_memory,1,3,6,0,quarantine,False,True,True,False
338,first_party_db,first_party_db,3,2,6,0,quarantine,False,False,True,False
339,first_party_db,first_party_db,3,3,5,0,quarantine,False,False,False,False
340,first_party_db,first_party_db,3,4,3,0,quarantine,False,False,True,False
341,first_party_db,first_party_db,3,2,4,0,quarantine,False,True,False,False
342,authoritative_api,authoritative_api,4,0,1,0,quarantine,False,False,False,False
343,editable_source,editable_source,1,3,6,0,quarantine,False,True,True,False
344,untrusted_tool,untrusted_tool,1,2,6,0,quarantine,False,True,True,False
345,editable_source,editable_source,1,2,5,0,quarantine,False,True,True,False
346,verified_document,verified_document,4,4,1,4,accept,False,False,False,False
347,untrusted_tool,untrusted_tool,1,0,2,0,quarantine,False,False,False,False
348,model_memory,model_memory,1,1,4,0,quarantine,False,False,False,False
349,first_party_db,first_party_db,3,4,4,0,quarantine,False,False,True,False
350,first_party_db,first_party_db,3,2,4,0,quarantine,False,True,True,False
351,model_memory,model_memory,1,0,6,0,quarantine,False,False,True,False
352,authoritative_api,authoritative_api,4,2,3,0,quarantine,False,True,True,False
353,model_memory,model_memory,1,0,1,0,quarantine,False,False,False,False
354,untrusted_tool,untrusted_tool,1,3,1,1,down_weight,False,False,False,False
355,unknown,unknown,0,3,5,0,quarantine,False,True,True,False
356,verified_document,verified_document,4,0,3,0,quarantine,False,False,True,False
357,verified_document,verified_document,4,4,1,4,accept,False,False,False,False
358,public_webpage,public_webpage,3,3,5,0,quarantine,False,False,True,False
359,first_party_db,first_party_db,3,0,3,0,quarantine,False,False,False,False
360,verified_document,verified_document,4,2,5,0,quarantine,False,False,True,False
361,verified_document,verified_document,4,1,1,1,down_weight,False,False,False,False
362,model_memory,model_memory,1,0,4,0,quarantine,False,True,True,False
363,authoritative_api,authoritative_api,4,2,4,0,quarantine,False,False,False,False
364,untrusted_tool,untrusted_tool,1,2,3,0,quarantine,False,True,True,False
365,unknown,unknown,0,3,2,0,quarantine,False,False,False,False
366,verified_document,verified_document,4,2,2,0,quarantine,False,False,False,False
367,untrusted_tool,untrusted_tool,1,1,4,0,quarantine,False,False,False,False
368,unknown,unknown,0,3,6,0,quarantine,False,False,True,False
369,untrusted_tool,untrusted_tool,1,0,5,0,quarantine,False,False,True,False
370,model_memory,model_memory,1,0,4,0,quarantine,False,False,True,False
371,unknown,unknown,0,4,3,0,quarantine,False,False,True,False
372,first_party_db,first_party_db,3,1,3,0,quarantine,False,False,False,False
373,first_party_db,first_party_db,3,4,2,2,down_weight,False,False,False,False
374,editable_source,editable_source,1,2,2,0,quarantine,False,False,True,False
375,untrusted_tool,untrusted_tool,1,4,5,0,quarantine,False,True,True,False
376,unknown,unknown,0,4,1,0,quarantine,False,False,False,False
377,first_party_db,first_party_db,3,1,5,0,quarantine,False,False,False,False
378,authoritative_api,authoritative_api,4,4,6,0,quarantine,False,False,True,False
379,authoritative_api,authoritative_api,4,4,1,4,accept,False,False,False,False
380,verified_document,verified_document,4,0,5,0,quarantine,False,False,True,False
381,untrusted_tool,untrusted_tool,1,1,6,0,quarantine,False,False,True,False
382,editable_source,editable_source,1,3,4,0,quarantine,False,True,True,False
383,first_party_db,first_party_db,3,3,6,0,quarantine,False,False,True,False
384,first_party_db,first_party_db,3,0,1,0,quarantine,False,False,False,False
385,model_memory,model_memory,1,1,3,1,down_weight,False,False,True,False
386,editable_source,editable_source,1,2,3,0,quarantine,False,False,False,False
387,public_webpage,public_webpage,3,3,1,3,accept,False,False,False,False
388,first_party_db,first_party_db,3,2,6,0,quarantine,False,True,True,False
389,authoritative_api,authoritative_api,4,4,6,0,quarantine,False,True,True,False
390,public_webpage,public_webpage,3,4,3,1,down_weight,False,False,True,False
391,model_memory,model_memory,1,4,1,1,down_weight,False,False,False,False
392,verified_document,verified_document,4,1,1,1,down_weight,False,False,False,False
393,unknown,unknown,0,0,2,0,quarantine,False,False,False,False
394,untrusted_tool,untrusted_tool,1,2,4,0,quarantine,False,False,True,False
395,authoritative_api,authoritative_api,4,0,4,0,quarantine,False,True,True,False
396,unknown,unknown,0,0,4,0,quarantine,False,False,False,False
397,untrusted_tool,untrusted_tool,1,0,1,0,quarantine,False,False,False,False
398,public_webpage,public_webpage,3,1,2,0,quarantine,False,False,False,False
399,first_party_db,first_party_db,3,0,5,0,quarantine,False,True,True,False
400,authoritative_api,authoritative_api,4,4,1,4,accept,False,False,False,False
